event_id,event_type,timestamp,customer_id,amount_at_risk,currency,merchant,merchant_category,payment_method,payment_status,error_code,error_description,error_source,error_step,error_reason,fraud_flag,previous_attempts
PAY_00022,payment_failure,2020-05-17 14:29:18,CUST_745,1982.87,INR,"fraud_Kling, Howe and Schneider",home,netbanking,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,2
PAY_00023,payment_failure,2019-05-27 20:06:54,CUST_447,9881.15,INR,fraud_Wuckert-Goldner,home,card,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,0
PAY_00024,payment_failure,2019-03-22 20:58:34,CUST_565,806.76,INR,fraud_Bogisich-Weimann,kids_pets,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,3
PAY_00025,payment_failure,2019-06-30 05:46:34,CUST_755,6104.65,INR,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,upi,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,0
PAY_00026,payment_failure,2019-07-04 01:45:24,CUST_190,113.71,INR,fraud_Kuphal-Bartoletti,misc_net,netbanking,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,3
PAY_00027,payment_failure,2019-04-24 00:19:54,CUST_64,8791.36,INR,fraud_Bednar Group,misc_net,card,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,0
PAY_00028,payment_failure,2019-08-31 03:18:09,CUST_103,466.46,INR,fraud_Mohr Inc,shopping_pos,card,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,3
PAY_00029,payment_failure,2020-03-21 20:33:39,CUST_117,6051.53,INR,"fraud_Hintz, Bauch and Smith",health_fitness,card,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,0
PAY_00030,payment_failure,2019-06-04 13:14:29,CUST_142,580.17,INR,fraud_Monahan-Morar,personal_care,card,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,2
PAY_00031,payment_failure,2020-06-21 02:13:41,CUST_840,11427.44,INR,"fraud_Schumm, Bauch and Ondricka",grocery_pos,card,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,2
PAY_00032,payment_failure,2020-02-12 04:28:36,CUST_897,3195.5,INR,"fraud_Schultz, Simonis and Little",grocery_pos,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,3
PAY_00033,payment_failure,2019-08-06 06:35:16,CUST_506,2367.99,INR,fraud_Cummings Group,grocery_net,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,3
PAY_00034,payment_failure,2020-03-18 01:29:48,CUST_98,8796.34,INR,fraud_Rau and Sons,grocery_pos,netbanking,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,3
PAY_00035,payment_failure,2020-05-10 06:35:04,CUST_455,14647.01,INR,fraud_Doyle Ltd,grocery_pos,upi,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,0
PAY_00036,payment_failure,2020-04-13 14:14:13,CUST_50,779.37,INR,fraud_Price Inc,shopping_net,netbanking,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,2
PAY_00037,payment_failure,2019-09-29 21:15:26,CUST_221,5401.64,INR,"fraud_Mueller, Gerhold and Mueller",health_fitness,upi,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,1
PAY_00038,payment_failure,2020-02-10 14:16:05,CUST_315,5707.08,INR,"fraud_Durgan, Gislason and Spencer",home,netbanking,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,3
PAY_00039,payment_failure,2019-12-08 04:21:04,CUST_198,18123.88,INR,fraud_Schmeler Inc,misc_pos,upi,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,0
PAY_00040,payment_failure,2019-11-30 22:27:42,CUST_175,5485.47,INR,fraud_Jakubowski Inc,home,upi_autopay,failed,MANDATE_FAILED,The recurring payment mandate could not be executed.,bank,mandate_execution,mandate_failure,False,3
PAY_00041,payment_failure,2020-02-13 01:13:55,CUST_80,2767.22,INR,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,0
PAY_00042,payment_failure,2020-04-21 17:12:59,CUST_820,43072.02,INR,fraud_Lynch-Mohr,travel,upi,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,1
PAY_00043,payment_failure,2020-05-26 12:16:23,CUST_427,9261.14,INR,fraud_Fisher-Schowalter,shopping_net,upi,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,3
PAY_00044,payment_failure,2019-02-16 01:50:19,CUST_142,11327.84,INR,"fraud_Tillman, Fritsch and Schmitt",misc_net,netbanking,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,0
PAY_00045,payment_failure,2019-11-14 00:07:34,CUST_637,10157.54,INR,"fraud_Osinski, Ledner and Leuschke",grocery_pos,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,2
PAY_00046,payment_failure,2019-09-29 13:00:29,CUST_750,998.49,INR,"fraud_Bins, Balistreri and Beatty",shopping_pos,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,1
PAY_00047,payment_failure,2020-02-15 04:51:11,CUST_295,122.84,INR,"fraud_Weimann, Kuhic and Beahan",shopping_pos,netbanking,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,1
PAY_00048,payment_failure,2019-12-01 21:37:22,CUST_15,3201.31,INR,"fraud_Lang, Towne and Schuppe",kids_pets,upi,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,3
PAY_00049,payment_failure,2019-05-08 21:10:53,CUST_386,877.31,INR,"fraud_Armstrong, Walter and Gottlieb",food_dining,netbanking,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,1
PAY_00050,payment_failure,2019-03-30 00:24:13,CUST_703,1200.18,INR,fraud_Abbott-Rogahn,entertainment,netbanking,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,2
PAY_00051,payment_failure,2020-06-03 12:43:11,CUST_539,487.21,INR,fraud_Mayert Group,shopping_pos,netbanking,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,3
PAY_00052,payment_failure,2019-10-06 02:11:06,CUST_60,9894.43,INR,fraud_Bednar Group,misc_net,upi_autopay,failed,MANDATE_FAILED,The recurring payment mandate could not be executed.,bank,mandate_execution,mandate_failure,False,3
PAY_00053,payment_failure,2019-02-10 10:13:39,CUST_505,5756.88,INR,fraud_Kutch Group,grocery_net,netbanking,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,0
PAY_00054,payment_failure,2019-07-15 03:21:43,CUST_292,2128.12,INR,fraud_Simonis-Prohaska,misc_pos,netbanking,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,2
PAY_00055,payment_failure,2019-01-15 21:34:06,CUST_45,3121.63,INR,fraud_Eichmann-Kilback,home,card,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,0
PAY_00056,payment_failure,2019-10-12 11:20:17,CUST_683,127.82,INR,fraud_Jast-McDermott,shopping_pos,upi_autopay,failed,MANDATE_FAILED,The recurring payment mandate could not be executed.,bank,mandate_execution,mandate_failure,False,0
PAY_00057,payment_failure,2020-03-09 07:43:50,CUST_137,633.29,INR,fraud_Spinka Inc,grocery_net,upi,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,2
PAY_00058,payment_failure,2020-04-11 18:10:37,CUST_113,209.99,INR,fraud_Larkin Ltd,kids_pets,netbanking,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,2
PAY_00059,payment_failure,2019-04-29 01:07:07,CUST_303,607.56,INR,"fraud_Haley, Jewess and Bechtelar",shopping_pos,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,3
PAY_00060,payment_failure,2019-05-04 18:29:31,CUST_383,10080.35,INR,fraud_Dare-Gibson,health_fitness,upi,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,1
PAY_00061,payment_failure,2020-03-20 14:16:34,CUST_551,2989.66,INR,fraud_Bauch-Blanda,entertainment,upi,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,0
PAY_00062,payment_failure,2020-05-02 11:40:09,CUST_83,7387.0,INR,fraud_Conroy-Cruickshank,gas_transport,upi,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,2
PAY_00063,payment_failure,2019-11-18 02:50:23,CUST_173,361.88,INR,fraud_Price Inc,shopping_net,upi,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,2
PAY_00064,payment_failure,2019-11-09 21:42:00,CUST_15,3924.24,INR,fraud_Schmeler-Howe,personal_care,netbanking,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,0
PAY_00065,payment_failure,2019-10-26 12:50:04,CUST_213,2368.82,INR,fraud_Dibbert-Green,entertainment,upi,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,3
PAY_00066,payment_failure,2020-04-13 22:02:25,CUST_185,1396.89,INR,fraud_Homenick LLC,personal_care,netbanking,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,2
PAY_00067,payment_failure,2020-05-24 10:42:45,CUST_185,2667.62,INR,fraud_Mraz-Herzog,gas_transport,upi,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,0
PAY_00068,payment_failure,2020-02-15 03:19:32,CUST_539,4650.49,INR,"fraud_Rohan, White and Aufderhar",misc_net,upi,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,1
PAY_00069,payment_failure,2019-12-28 09:03:15,CUST_536,8538.21,INR,fraud_Hackett-Lueilwitz,grocery_pos,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,2
PAY_00070,payment_failure,2019-10-13 12:49:56,CUST_421,5613.29,INR,fraud_Brown Inc,kids_pets,upi,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,3
PAY_00071,payment_failure,2019-04-18 11:21:47,CUST_810,756.96,INR,"fraud_Rohan, White and Aufderhar",misc_net,netbanking,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,2
PAY_00072,payment_failure,2019-10-10 04:58:43,CUST_547,4781.63,INR,"fraud_Robel, Cummerata and Prosacco",gas_transport,netbanking,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,0
PAY_00073,payment_failure,2019-12-03 19:29:18,CUST_819,3760.73,INR,fraud_Eichmann-Kilback,home,card,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,0
PAY_00074,payment_failure,2020-04-27 12:47:12,CUST_673,3287.63,INR,fraud_Larkin Ltd,kids_pets,card,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,0
PAY_00075,payment_failure,2020-01-08 09:18:52,CUST_437,7913.22,INR,"fraud_Heller, Gutmann and Zieme",grocery_pos,netbanking,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,0
PAY_00076,payment_failure,2019-01-28 04:41:54,CUST_109,2411.98,INR,fraud_Kilback Group,food_dining,upi,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,2
PAY_00077,payment_failure,2019-12-04 05:02:18,CUST_890,4844.71,INR,"fraud_Connelly, Reichert and Fritsch",gas_transport,card,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,3
PAY_00078,payment_failure,2019-10-21 10:17:30,CUST_838,30138.13,INR,"fraud_Monahan, Bogisich and Ledner",misc_pos,upi,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,3
PAY_00079,payment_failure,2019-12-17 11:52:00,CUST_558,6989.43,INR,"fraud_Goldner, Kovacek and Abbott",grocery_pos,upi,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,3
PAY_00080,payment_failure,2019-08-17 23:51:20,CUST_824,4111.82,INR,fraud_Conroy-Emard,food_dining,card,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,1
PAY_00081,payment_failure,2019-09-30 17:14:00,CUST_16,5766.84,INR,fraud_Ziemann-Waters,health_fitness,netbanking,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,3
PAY_00082,payment_failure,2019-02-14 19:28:18,CUST_486,556.93,INR,fraud_Pacocha-Bauch,shopping_pos,netbanking,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,2
PAY_00083,payment_failure,2020-01-17 09:22:53,CUST_46,535.35,INR,"fraud_Ferry, Lynch and Kautzer",misc_net,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,2
PAY_00084,payment_failure,2019-09-30 21:44:09,CUST_818,4009.73,INR,fraud_Ernser-Lynch,food_dining,netbanking,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,0
PAY_00085,payment_failure,2019-11-11 21:51:56,CUST_86,5154.3,INR,"fraud_Cole, Hills and Jewess",home,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,2
PAY_00086,payment_failure,2020-03-23 14:22:14,CUST_255,5373.42,INR,fraud_Schuppe-Schuppe,food_dining,upi,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,1
PAY_00087,payment_failure,2019-08-31 20:37:32,CUST_523,8379.68,INR,"fraud_Hettinger, McCullough and Fay",home,netbanking,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,3
PAY_00088,payment_failure,2019-10-04 07:11:04,CUST_516,425.79,INR,"fraud_Goyette, Howell and Collier",shopping_pos,netbanking,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,2
PAY_00089,payment_failure,2019-12-17 13:02:19,CUST_149,269.75,INR,fraud_Runte-Mohr,food_dining,netbanking,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,3
PAY_00090,payment_failure,2019-11-04 04:26:54,CUST_767,3916.77,INR,"fraud_Kohler, Lindgren and Koelpin",grocery_net,upi,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,2
PAY_00091,payment_failure,2019-10-31 10:09:57,CUST_279,11839.12,INR,fraud_Murray-Smitham,grocery_pos,upi_autopay,failed,MANDATE_FAILED,The recurring payment mandate could not be executed.,bank,mandate_execution,mandate_failure,False,2
PAY_00092,payment_failure,2019-11-21 19:02:30,CUST_139,813.4,INR,fraud_Johnston-Casper,travel,upi,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,3
PAY_00093,payment_failure,2019-07-16 03:15:21,CUST_462,7560.47,INR,fraud_Stamm-Witting,shopping_net,upi,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,1
PAY_00094,payment_failure,2019-10-24 22:05:36,CUST_338,2076.66,INR,"fraud_Roberts, Daniel and Macejkovic",kids_pets,netbanking,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,0
PAY_00095,payment_failure,2019-03-26 00:42:59,CUST_482,14519.19,INR,fraud_Buckridge PLC,misc_pos,netbanking,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,2
PAY_00096,payment_failure,2020-05-13 08:57:46,CUST_692,5424.05,INR,fraud_Luettgen PLC,gas_transport,netbanking,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,0
PAY_00097,payment_failure,2019-05-28 12:44:06,CUST_128,4359.16,INR,fraud_Cartwright PLC,kids_pets,upi,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,2
PAY_00098,payment_failure,2019-06-10 13:48:46,CUST_6,1897.38,INR,fraud_Baumbach Ltd,personal_care,upi,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,3
PAY_00099,payment_failure,2019-05-31 13:15:01,CUST_435,6164.41,INR,fraud_Torphy-Kertzmann,health_fitness,netbanking,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,1
PAY_00100,payment_failure,2020-05-02 16:12:08,CUST_467,644.08,INR,fraud_Little Ltd,kids_pets,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,0
PAY_00101,payment_failure,2019-11-09 21:24:56,CUST_298,5121.1,INR,fraud_Pollich LLC,home,card,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,1
PAY_00102,payment_failure,2020-02-21 02:39:52,CUST_245,8041.04,INR,"fraud_Huel, Hammes and Witting",grocery_pos,card,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,3
PAY_00103,payment_failure,2019-10-08 01:54:30,CUST_35,9169.84,INR,"fraud_Bins, Balistreri and Beatty",shopping_pos,netbanking,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,1
PAY_00104,payment_failure,2019-05-20 22:14:15,CUST_144,6171.05,INR,"fraud_Mante, Luettgen and Hackett",health_fitness,card,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,3
PAY_00105,payment_failure,2020-05-09 23:22:19,CUST_44,780.2,INR,fraud_Kerluke-Abshire,shopping_net,netbanking,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,0
PAY_00106,payment_failure,2019-12-07 15:45:03,CUST_383,161.85,INR,fraud_Hudson-Grady,shopping_pos,upi,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,0
PAY_00107,payment_failure,2020-03-29 17:13:05,CUST_627,8891.79,INR,fraud_Bode-Schuster,kids_pets,upi,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,3
PAY_00108,payment_failure,2020-02-23 09:21:46,CUST_65,771.9,INR,fraud_Haley Group,misc_pos,netbanking,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,0
PAY_00109,payment_failure,2019-12-21 06:30:53,CUST_258,5370.1,INR,"fraud_Jenkins, Hauck and Friesen",gas_transport,upi,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,1
PAY_00110,payment_failure,2019-03-14 04:39:44,CUST_90,21155.87,INR,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,upi,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,0
PAY_00111,payment_failure,2019-08-24 18:51:33,CUST_325,11078.84,INR,"fraud_Cormier, Stracke and Thiel",entertainment,upi,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,3
PAY_00112,payment_failure,2019-10-18 16:00:31,CUST_474,581.83,INR,fraud_Kautzer and Sons,personal_care,upi,failed,BANK_TIMEOUT,The issuing bank did not respond within the allowed window.,bank,authorization,bank_timeout,False,2
PAY_00113,payment_failure,2020-01-13 20:31:47,CUST_224,7128.87,INR,fraud_Bode-Rempel,kids_pets,netbanking,failed,NETWORK_ERROR,A temporary network error interrupted the payment flow.,gateway,payment_processing,network_error,False,1
PAY_00114,payment_failure,2020-02-07 15:58:16,CUST_212,1777.86,INR,fraud_Rau-Grant,kids_pets,upi_autopay,failed,MANDATE_FAILED,The recurring payment mandate could not be executed.,bank,mandate_execution,mandate_failure,False,1
PAY_00115,payment_failure,2019-04-12 12:25:15,CUST_774,697.2,INR,fraud_Tromp Group,travel,upi,failed,FUNDS_UNAVAILABLE,Available balance was insufficient for the payment.,bank,authorization,insufficient_funds,False,0
PAY_00116,payment_failure,2020-02-05 00:50:34,CUST_633,7178.67,INR,"fraud_Ferry, Reichel and DuBuque",grocery_net,netbanking,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,0
PAY_00117,payment_failure,2019-06-23 11:52:53,CUST_447,536.18,INR,"fraud_Daugherty, Pouros and Beahan",shopping_pos,upi_autopay,failed,MANDATE_FAILED,The recurring payment mandate could not be executed.,bank,mandate_execution,mandate_failure,False,3
PAY_00118,payment_failure,2019-12-29 14:13:58,CUST_513,1122.99,INR,"fraud_Crist, Jakubowski and Littel",home,upi_autopay,failed,MANDATE_FAILED,The recurring payment mandate could not be executed.,bank,mandate_execution,mandate_failure,False,1
PAY_00119,payment_failure,2019-04-07 14:15:23,CUST_275,2197.01,INR,fraud_Waelchi Inc,kids_pets,upi,failed,CARD_EXPIRED,The payment card is expired or no longer valid.,customer_payment_method,payment_validation,expired_card,False,3
